,outlier,TYPETHERM,cat,Num,Type of thermostat used,"1 Yes, a manual or non-programmable thermostat
2 Yes, a programmable thermostat
3 Yes, a “smart” or Internet-connected thermostat
0 Does not have thermostat for heating or cooling
-2 Not applicable",THERMOSTAT
,category,HEATCNTL,cat,Num,Winter temperature control method,"1 Set one temperature and leave it there most of the time
2 Manually adjust the temperature 
3 Programmable or smart thermostat automatically adjusts the temperature
4 Turn equipment on or off as needed
5 Our household does not have control over the temperature
99 Other 
-2 Not applicable",THERMOSTAT
,outlier,TEMPHOME,num,Num,Winter thermostat setting or temperature in home when someone is home during the day,"50 - 90
-2 Not applicable",THERMOSTAT
,outlier,TEMPGONE,num,Num,Winter thermostat setting or temperature in home when no one is home during the day,"50 - 90
-2 Not applicable",THERMOSTAT
,outlier,TEMPNITE,num,Num,Winter thermostat setting or temperature in home at night,"50 - 90
-2 Not applicable",THERMOSTAT
,category,COOLCNTL,cat,Num,Summer temperature control method,"1 Set one temperature and leave it there most of the time
2 Manually adjust the temperature 
3 Programmable or smart thermostat automatically adjusts the temperature 
4 Turn equipment on or off as needed
5 Our household does not have control over the temperature
99 Other 
-2 Not applicable",THERMOSTAT
,outlier,TEMPHOMEAC,num,Num,Summer thermostat setting or temperature in home when someone is home during the day,"50 - 90
-2 Not applicable",THERMOSTAT
,outlier,TEMPGONEAC,num,Num,Summer thermostat setting or temperature in home when no one is home during the day,"50 - 90
-2 Not applicable",THERMOSTAT
,outlier,TEMPNITEAC,num,Num,Summer thermostat setting or temperature in home at night,"50 - 90
-2 Not applicable",THERMOSTAT
,outlier,H2OAPT,num,Num,Water heating equipment serves multiple housing units in building,"1 Yes
0 No
-2 Not applicable",WATER HEATING
,outlier,H2OMAIN,cat,Num,Location of main water heating equipment in single-family home,"1 Main living space
2 Basement
3 Garage
4 Outside
99 Other 
-2 Not applicable",WATER HEATING
,y,WHEATSIZ,cat,Num,Main water heater size,"1 Small (30 gallons or less)
2 Medium (31 to 49 gallons)
3 Large (50 gallons or more)
4 Tankless or on-demand",WATER HEATING
,outlier,WHEATBKT,num,Num,Main water heater has blanket,"1 Yes
0 No
-2 Not applicable",WATER HEATING
,y,WHEATAGE,num,Num,Main water heater age,"1 Less than 2 years old
2 2 to 4 years old
3 5 to 9 years old
4 10 to 14 years old
5 15 to 19 years old
6 20 or more years old",WATER HEATING
,category,FUELH2O,cat,Num,Fuel used by main water heater,"5 Electricity
1 Natural gas from underground pipes
2 Propane (bottled gas)
3 Fuel oil
7 Wood
8 Solar thermal
99 Other ",WATER HEATING
,y,MORETHAN1H2O,num,Num,Has more than one water heater,"1 Yes
0 No",WATER HEATING
,category,FUELH2O2,cat,Num,Fuel used by secondary water heater,"5 Electricity
1 Natural gas from underground pipes
2 Propane (bottled gas)
3 Fuel oil
7 Wood
8 Solar thermal
99 Other 
-2 Not applicable",WATER HEATING
derived,n,ELWATER,,Num,Electricity used for water heating; a derived variable,"1 Yes
0 No",WATER HEATING
derived,n,FOWATER,,Num,Fuel oil used for water heating; a derived variable,"1 Yes
0 No",WATER HEATING
derived,n,LPWATER,,Num,Propane used for water heating; a derived variable,"1 Yes
0 No",WATER HEATING
derived,n,SOLWATER,,Num,Solar used for water heating; a derived variable,"1 Yes
0 No",WATER HEATING
derived,n,WDWATER,,Num,Wood used for water heating; a derived variable,"1 Yes
0 No",WATER HEATING
derived,n,UGWATER,,Num,Natural gas used for water heating; a derived variable,"1 Yes
0 No",WATER HEATING
,y,LGTIN1TO4,num,Num,Number of inside light bulbs turned on 1 to 4 hours per day,0 - 90,LIGHTING
,y,LGTIN4TO8,num,Num,Number of inside light bulbs turned on 4 to 8 hours per day,0 - 84,LIGHTING
,y,LGTINMORE8,num,Num,Number of inside light bulbs turned on more than 8 hours per day,0 - 99,LIGHTING
,outlier,LGTINLED,cat,Num,Portion of inside light bulbs that are LED,"1 All 
2 Most 
3 About half 
4 Some 
0 None ",LIGHTING
,outlier,LGTINCFL,cat,Num,Portion of inside light bulbs that are CFL,"1 All 
2 Most 
3 About half 
4 Some 
0 None ",LIGHTING
,outlier,LGTINCAN,cat,Num,Portion of inside light bulbs that are incandescent or halogen,"1 All 
2 Most 
3 About half 
4 Some 
0 None ",LIGHTING
,y,LGTOUTANY,num,Num,Any outside light bulbs left on all night,"1 Yes
0 No",LIGHTING
,outlier,LGTOUTNITE,num,Num,Number of outside light bulbs left on all night,"1 - 65
-2 Not applicable",LIGHTING
,outlier,LGTOUTLED,num,Num,Any outside LED bulbs left on all night,"1 Yes
0 No
-2 Not applicable",LIGHTING
,outlier,LGTOUTCFL,num,Num,Any outside CFL bulbs left on all night,"1 Yes
0 No
-2 Not applicable",LIGHTING
,outlier,LGTOUTCAN,num,Num,Any outside incandescent or halogen bulbs left on all night,"1 Yes
0 No
-2 Not applicable",LIGHTING
,category,ELPAY,cat,Num,Who pays for electricity,"1 Household is responsible for paying for all electricity used in this home
2 All electricity used in this home is included in the rent or condo fee
3 Some is paid by the household, some is included in the rent or condo fee
99 Other",ENERGY BILLS
,category,NGPAY,cat,Num,Who pays for natural gas,"1 Household is responsible for paying for all natural gas used in this home
2 All natural gas used in this home is included in the rent or condo fee
3 Some is paid by the household, some is included in the rent or condo fee
99 Other
-2 Do not use natural gas",ENERGY BILLS
,category,LPGPAY,cat,Num,Who pays for propane,"1 Household is responsible for paying for all propane used in this home
2 All propane used in this home is included in the rent or condo fee
3 Some is paid by the household, some is included in the rent or condo fee
99 Other 
-2 Do not use propane",ENERGY BILLS
,category,FOPAY,cat,Num,Who pays for fuel oil,"1 Household is responsible for paying for all fuel oil used in this home
2 All fuel oil used in this home is included in the rent or condo fee
3 Some is paid by the household, some is included in the rent or condo fee
99 Other 
-2 Do not use fuel oil",ENERGY BILLS
,outlier,SMARTMETER,num,Num,Home has an electricity smart meter,"1 Yes
0 No
-4 Don't Know",ENERGY BILLS
,outlier,INTDATAACC,num,Num,Household member has viewed smart meter interval data,"1 Yes
0 No
-2 Not applicable",ENERGY BILLS
,y,MEDICALDEV,num,Num,Any medical devices used at home,"1 Yes
0 No",ENERGY BILLS
,y,POWEROUT,num,Num,Any power outages for at least 24 hours in the past year,"1 Yes
0 No",ENERGY BILLS
,n,WHYPOWEROUT,,Num,Reason for power outage,"1 Natural disaster or weather event
2 Unable to pay electric bills
3 Electric utility had a planned or unplanned blackout
99 Other
-2 No power outage ",ENERGY BILLS
,y,BACKUP,num,Num,Has back-up generator,"1 Yes
0 No",ENERGY BILLS
,outlier,SOLAR,num,Num,On-site electricity generation from solar; 'Not applicable' applies to apartment buildings with 2 or more units.,"1 Yes
0 No
-2 Not applicable",ENERGY BILLS
derived,n,ELOTHER,,Num,"Electricity used, other than for space heating, water heating, air conditioning, or cooking; a derived variable",1 Yes,ENERGY BILLS
derived,n,UGOTH,,Num,"Natural gas used, other than for space heating, water heating, or cooking; a derived variable","1 Yes
0 No",ENERGY BILLS
derived,n,LPOTHER,,Num,"Propane used, other than for space heating, water heating, or cooking; a derived variable","1 Yes
0 No",ENERGY BILLS
derived,n,FOOTHER,,Num,"Fuel oil used, other than for space heating or water heating; a derived variable","1 Yes
0 No",ENERGY BILLS
derived,n,USEEL,,Num,Electricity used; a derived variable,1 Yes,ENERGY BILLS
derived,n,USENG,,Num,Natural gas used; a derived variable,"1 Yes
0 No",ENERGY BILLS
derived,n,USELP,,Num,Propane used; a derived variable,"1 Yes
0 No",ENERGY BILLS
derived,n,USEFO,,Num,Fuel oil used; a derived variable,"1 Yes
0 No",ENERGY BILLS
derived,n,USESOLAR,,Num,Solar thermal used; a derived variable,"1 Yes
0 No",ENERGY BILLS
derived,n,USEWOOD,,Num,Wood used; a derived variable,"1 Yes
0 No",ENERGY BILLS
derived,n,ALLELEC,,Num,"Household only uses electricity. Does not use natural gas, propane, fuel oil, or wood; a derived variable","1 Yes
0 No",ENERGY BILLS
,,HHSEX,,Num,Respondent sex,"1 Female
2 Male",HOUSEHOLD CHARACTERISTICS
,,HHAGE,,Num,Respondent age (top-coded),18 - 90,HOUSEHOLD CHARACTERISTICS
,,EMPLOYHH,,Num,Respondent employment status,"1 Employed full-time
2 Employed part-time
3 Retired
4 Not employed",HOUSEHOLD CHARACTERISTICS
,,EDUCATION,,Num,Highest level of education completed by respondent,"1 Less than high school diploma or GED
2 High school diploma or GED
3 Some college or Associate’s degree
4 Bachelor’s degree
5 Master’s, Professional, or Doctoral degree ",HOUSEHOLD CHARACTERISTICS
,,SDESCENT,,Num,Respondent is Hispanic or Latino,"1 Yes
0 No",HOUSEHOLD CHARACTERISTICS
,,HOUSEHOLDER_RACE,,Num,Householder (respondent) race,"1 White Alone
2 Black or African/American Alone
3 American Indian or Alaska Native Alone
4 Asian Alone
5 Native Hawaiian or Other Pacific Islander Alone
6 2 or More Races Selected",HOUSEHOLD CHARACTERISTICS
,,NHSLDMEM,,Num,Number of household members (top-coded),1 - 7,HOUSEHOLD CHARACTERISTICS
,,NUMCHILD,,Num,Number of household members age 17 or younger (top-coded),0 - 4,HOUSEHOLD CHARACTERISTICS
,,NUMADULT1,,Num,Number of household members age 18 to 64,0 - 7,HOUSEHOLD CHARACTERISTICS
,,NUMADULT2,,Num,Number of household members age 65 or older,0 - 6,HOUSEHOLD CHARACTERISTICS
,,ATHOME,,Num,Number of weekdays someone is at home most or all of the day,"0 None
1 1 day
2 2 days
3 3 days
4 4 days
5 5 days",HOUSEHOLD CHARACTERISTICS
,,MONEYPY,,Num,Annual gross household income for the past year,"1 Less than $5,000
2 $5,000 - $7,499
3 $7,500 - $9,999
4 $10,000 - $12,499
5 $12,500 - $14,999
6 $15,000 - $19,999
7 $20,000 - $24,999
8 $25,000 - $29,999
9 $30,000 - $34,999
10 $35,000 - $39,999
11 $40,000 - $49,999
12 $50,000 - $59,999
13 $60,000 - $74,999
14 $75,000 - $99,999
15 $100,000 - $149,999
16 $150,000 or more",HOUSEHOLD CHARACTERISTICS
,,SCALEB,,Num,Frequency of reducing or forgoing basic necessities due to home energy bill,"1 Almost every month
2 Some months
3 1 or 2 months
0 Never",ENERGY ASSISTANCE
,,SCALEG,,Num,Frequency of keeping home at unhealthy temperature,"1 Almost every month
2 Some months
3 1 or 2 months
0 Never",ENERGY ASSISTANCE
,,SCALEE,,Num,Frequency of receiving disconnection notice,"1 Almost every month
2 Some months
3 1 or 2 months
0 Never",ENERGY ASSISTANCE
,,PAYHELP,,Num,Received energy assistance to help pay energy bills after disconnection notice,"1 Yes
0 No
-2 Not applicable",ENERGY ASSISTANCE
,,NOHEATBROKE,,Num,Unable to use heating equipment in the past year because equipment was broken and could not afford repair or replacement,"1 Yes
0 No",ENERGY ASSISTANCE
,,NOHEATEL,,Num,Unable to use heating equipment in the past year because could not afford electricity and it was disconnected,"1 Yes
0 No",ENERGY ASSISTANCE
,,NOHEATNG,,Num,Unable to use heating equipment in the past year because could not afford natural gas and it was disconnected,"1 Yes
0 No",ENERGY ASSISTANCE
,,NOHEATBULK,,Num,Unable to use heating equipment in the past year because could not afford bulk fuel delivery,"1 Yes
0 No",ENERGY ASSISTANCE
,,NOHEATDAYS,,Num,Number of days unable to use heating equipment in the past year,"1 - 366
-2 Not applicable",ENERGY ASSISTANCE
,,NOHEATHELP,,Num,Received energy assistance to help restore heating,"1 Yes
0 No
-2 Not applicable",ENERGY ASSISTANCE
,,COLDMA,,Num,Medical attention needed because home was too cold,"1 Yes
0 No",ENERGY ASSISTANCE
,,NOACBROKE,,Num,Unable to use air conditioning equipment in the past year because equipment was broken and could not afford repair or replacement,"1 Yes
0 No",ENERGY ASSISTANCE
,,NOACEL,,Num,Unable to use air conditioning equipment in the past year because could not afford electricity and it was disconnected,"1 Yes
0 No",ENERGY ASSISTANCE
,,NOACDAYS,,Num,Number of days unable to use air conditioning equipment in the past year,"1 - 366
-2 Not applicable",ENERGY ASSISTANCE
,,NOACHELP,,Num,Received energy assistance to help restore air conditioning,"1 Yes
0 No
-2 Not applicable",ENERGY ASSISTANCE
,,HOTMA,,Num,Medical attention needed because home was too hot,"1 Yes
0 No",ENERGY ASSISTANCE
,,ENERGYASST,,Num,Ever participated in home energy assistance program,"1 Yes
0 No",ENERGY ASSISTANCE
,,ENERGYASST20,,Num,Received home energy assistance in 2020,"1 Yes
0 No
-2 Not applicable",ENERGY ASSISTANCE
,,ENERGYASST19,,Num,Received home energy assistance in 2019,"1 Yes
0 No
-2 Not applicable",ENERGY ASSISTANCE
,,ENERGYASST18,,Num,Received home energy assistance in 2018,"1 Yes
0 No
-2 Not applicable",ENERGY ASSISTANCE
,,ENERGYASST17,,Num,Received home energy assistance in 2017,"1 Yes
0 No
-2 Not applicable",ENERGY ASSISTANCE
,,ENERGYASST16,,Num,Received home energy assistance in 2016,"1 Yes
0 No
-2 Not applicable",ENERGY ASSISTANCE
,,ENERGYASSTOTH,,Num,Received home energy assistance in some other year,"1 Yes
0 No
-2 Not applicable",ENERGY ASSISTANCE
redundant,y,SQFTEST,num,Num,Respondent-reported square footage (rounded to the nearest 10),240-15000,YOUR HOME
,n,SQFTRANGE,,Num,Respondent-reported square footage range,"1 Less than 600 square feet
2 600 to 799 square feet
3 800 to 999 square feet
4 1,000 to 1,499 square feet
5 1,500 to 1,999 square feet
6 2,000 to 2,499 square feet
7 2,500 to 2,999 square feet
8 3,000 square feet or more",YOUR HOME
use derived metrics for total sq ft below,n,SQFTINCB,,Num,Respondent-reported square footage includes basement,"1 Yes
0 No
-2 Not applicable",YOUR HOME
,n,SQFTINCA,,Num,Respondent-reported square footage includes attic,"1 Yes
0 No
-2 Not applicable",YOUR HOME
,n,SQFTINCG,,Num,Respondent-reported square footage includes garage,"1 Yes
0 No
-2 Not applicable",YOUR HOME
include this to reduce above variables,y,TOTSQFT_EN,num,Num,"Total energy-consuming area (square footage) of the housing unit. Includes all main living areas; all basements; heated, cooled, or finished attics; and heating or cooled garages. For single-family housing units this is derived using the respondent-reported square footage (SQFTEST) and adjusted using the ""include"" variables (e.g., SQFTINCB), where applicable. For apartments and mobile homes this is the respondent-reported square footage. A derived variable rounded to the nearest 10",200-15000,YOUR HOME
include this to reduce above variables,y,TOTHSQFT,num,Num,Square footage of the housing unit that is heated by space heating equipment. A derived variable rounded to the nearest 10,0-15000,YOUR HOME
include this to reduce above variables,y,TOTCSQFT,num,Num,"Square footage of the housing unit that is cooled by air-conditioning equipment or evaporative cooler, a derived variable rounded to the nearest 10",0-14600,YOUR HOME
ignore these imputation indicators,n,ZACEQUIPAGE,,Num,Imputation indicator for ACEQUIPAGE,"1 Imputed
0 Not imputed
-2 Not applicable",AIR CONDITIONING
ignore these imputation indicators,n,ZADQINSUL,,Num,Imputation indicator for ADQINSUL,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZAGECDRYER,,Num,Imputation indicator for AGECDRYER,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZAGECWASH,,Num,Imputation indicator for AGECWASH,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZAGEDW,,Num,Imputation indicator for AGEDW,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZAGEFRZR,,Num,Imputation indicator for AGEFRZR,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZAGERFRI1,,Num,Imputation indicator for AGERFRI1,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZAGERFRI2,,Num,Imputation indicator for AGERFRI2,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZAIRCOND,,Num,Imputation indicator for AIRCOND,"1 Imputed
0 Not imputed",AIR CONDITIONING
ignore these imputation indicators,n,ZAMTMICRO,,Num,Imputation indicator for AMTMICRO,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZATHOME,,Num,Imputation indicator for ATHOME,"1 Imputed
0 Not imputed",HOUSEHOLD CHARACTERISTICS
ignore these imputation indicators,n,ZATTCCOOL,,Num,Imputation indicator for ATTCCOOL,"1 Imputed
0 Not imputed
-2 Not applicable",AIR CONDITIONING
ignore these imputation indicators,n,ZATTCHEAT,,Num,Imputation indicator for ATTCHEAT,"1 Imputed
0 Not imputed
-2 Not applicable",SPACE HEATING
ignore these imputation indicators,n,ZATTIC,,Num,Imputation indicator for ATTIC,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZATTICFAN,,Num,Imputation indicator for ATTICFAN,"1 Imputed
0 Not imputed
-2 Not applicable",AIR CONDITIONING
ignore these imputation indicators,n,ZATTICFIN,,Num,Imputation indicator for ATTICFIN,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZBACKUP,,Num,Imputation indicator for BACKUP,"1 Imputed
0 Not imputed",ENERGY BILLS
ignore these imputation indicators,n,ZBASECOOL,,Num,Imputation indicator for BASECOOL,"1 Imputed
0 Not imputed
-2 Not applicable",AIR CONDITIONING
ignore these imputation indicators,n,ZBASEFIN,,Num,Imputation indicator for BASEFIN,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZBASEHEAT,,Num,Imputation indicator for BASEHEAT,"1 Imputed
0 Not imputed
-2 Not applicable",SPACE HEATING
ignore these imputation indicators,n,ZBASEOTH,,Num,Imputation indicator for BASEOTH,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZBEDROOMS,,Num,Imputation indicator for BEDROOMS,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZBLENDER,,Num,Imputation indicator for BLENDER,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZCABLESAT,,Num,Imputation indicator for CABLESAT,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZCELLAR,,Num,Imputation indicator for CELLAR,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZCELLPHONE,,Num,Imputation indicator for CELLPHONE,"1 Imputed
0 Not imputed",ELECTRONICS
ignore these imputation indicators,n,ZCOLDMA,,Num,Imputation indicator for COLDMA,"1 Imputed
0 Not imputed",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZCOMBODVR,,Num,Imputation indicator for COMBODVR,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZCONCRETE,,Num,Imputation indicator for CONCRETE,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZCOOKTOP,,Num,Imputation indicator for COOKTOP,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZCOOKTOPFUEL,,Num,Imputation indicator for COOKTOPFUEL,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZCOOKTOPINDT,,Num,Imputation indicator for COOKTOPINDT,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZCOOKTOPUSE,,Num,Imputation indicator for COOKTOPUSE,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZCOOLAPT,,Num,Imputation indicator for COOLAPT,"1 Imputed
0 Not imputed
-2 Not applicable",AIR CONDITIONING
ignore these imputation indicators,n,ZCOOLCNTL,,Num,Imputation indicator for COOLCNTL,"1 Imputed
0 Not imputed
-2 Not applicable",AIR CONDITIONING
ignore these imputation indicators,n,ZCRAWL,,Num,Imputation indicator for CRAWL,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZCROCKPOT,,Num,Imputation indicator for CROCKPOT,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZCWASHER,,Num,Imputation indicator for CWASHER,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZDEHUMTYPE,,Num,Imputation indicator for DEHUMTYPE,"1 Imputed
0 Not imputed",AIR CONDITIONING
ignore these imputation indicators,n,ZDESKTOP,,Num,Imputation indicator for DESKTOP,"1 Imputed
0 Not imputed",ELECTRONICS
ignore these imputation indicators,n,ZDISHWASH,,Num,Imputation indicator for DISHWASH,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZDOOR1SUM,,Num,Imputation indicator for DOOR1SUM,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZDRAFTY,,Num,Imputation indicator for DRAFTY,"1 Imputed
0 Not imputed",YOUR HOME
ignore these imputation indicators,n,ZDRYER,,Num,Imputation indicator for DRYER,"1 Imputed
0 Not imputed",APPLIANCES
ignore these imputation indicators,n,ZDRYRFUEL,,Num,Imputation indicator for DRYRFUEL,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZDRYRUSE,,Num,Imputation indicator for DRYRUSE,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZDVD,,Num,Imputation indicator for DVD,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZDWASHUSE,,Num,Imputation indicator for DWASHUSE,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZDWCYCLE,,Num,Imputation indicator for DWCYCLE,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZEDUCATION,,Num,Imputation indicator for EDUCATION,"1 Imputed
0 Not imputed",HOUSEHOLD CHARACTERISTICS
ignore these imputation indicators,n,ZELPAY,,Num,Imputation indicator for ELPAY,"1 Imputed
0 Not imputed",ENERGY BILLS
ignore these imputation indicators,n,ZELPERIPH,,Num,Imputation indicator for ELPERIPH,"1 Imputed
0 Not imputed",ELECTRONICS
ignore these imputation indicators,n,ZEMPLOYHH,,Num,Imputation indicator for EMPLOYHH,"1 Imputed
0 Not imputed",HOUSEHOLD CHARACTERISTICS
ignore these imputation indicators,n,ZENERGYASST,,Num,Imputation indicator for ENERGYASST,"1 Imputed
0 Not imputed",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZENERGYASST16,,Num,Imputation indicator for ENERGYASST16,"1 Imputed
0 Not imputed
-2 Not applicable",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZENERGYASST17,,Num,Imputation indicator for ENERGYASST17,"1 Imputed
0 Not imputed
-2 Not applicable",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZENERGYASST18,,Num,Imputation indicator for ENERGYASST18,"1 Imputed
0 Not imputed
-2 Not applicable",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZENERGYASST19,,Num,Imputation indicator for ENERGYASST19,"1 Imputed
0 Not imputed
-2 Not applicable",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZENERGYASST20,,Num,Imputation indicator for ENERGYASST20,"1 Imputed
0 Not imputed
-2 Not applicable",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZENERGYASSTOTH,,Num,Imputation indicator for ENERGYASSTOTH,"1 Imputed
0 Not imputed
-2 Not applicable",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZEQUIPAGE,,Num,Imputation indicator for EQUIPAGE,"1 Imputed
0 Not imputed
-2 Not applicable",SPACE HEATING
ignore these imputation indicators,n,ZEQUIPAUXTYPE,,Num,Imputation indicator for EQUIPAUXTYPE,"1 Imputed
0 Not imputed
-2 Not applicable",SPACE HEATING
ignore these imputation indicators,n,ZEQUIPM,,Num,Imputation indicator for EQUIPM,"1 Imputed
0 Not imputed
-2 Not applicable",SPACE HEATING
ignore these imputation indicators,n,ZFOPAY,,Num,Imputation indicator for FOPAY,"1 Imputed
0 Not imputed
-2 Not applicable",ENERGY BILLS
ignore these imputation indicators,n,ZFREEZER,,Num,Imputation indicator for FREEZER,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZFUELAUX,,Num,Imputation indicator for FUELAUX,"1 Imputed
0 Not imputed
-2 Not applicable",SPACE HEATING
ignore these imputation indicators,n,ZFUELH2O,,Num,Imputation indicator for FUELH2O,"1 Imputed
0 Not imputed",WATER HEATING
ignore these imputation indicators,n,ZFUELH2O2,,Num,Imputation indicator for FUELH2O2,"1 Imputed
0 Not imputed
-2 Not applicable",WATER HEATING
ignore these imputation indicators,n,ZFUELHEAT,,Num,Imputation indicator for FUELHEAT,"1 Imputed
0 Not imputed
-2 Not applicable",SPACE HEATING
ignore these imputation indicators,n,ZFUELPOOL,,Num,Imputation indicator for FUELPOOL,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZFUELTUB,,Num,Imputation indicator for FUELTUB,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZGARGCOOL,,Num,Imputation indicator for GARGCOOL,"1 Imputed
0 Not imputed
-2 Not applicable",AIR CONDITIONING
ignore these imputation indicators,n,ZGARGHEAT,,Num,Imputation indicator for GARGHEAT,"1 Imputed
0 Not imputed
-2 Not applicable",SPACE HEATING
ignore these imputation indicators,n,ZH2OAPT,,Num,Imputation indicator for H2OAPT,"1 Imputed
0 Not imputed
-2 Not applicable",WATER HEATING
ignore these imputation indicators,n,ZH2OMAIN,,Num,Imputation indicator for H2OMAIN,"1 Imputed
0 Not imputed
-2 Not applicable",WATER HEATING
ignore these imputation indicators,n,ZHEATAPT,,Num,Imputation indicator for HEATAPT,"1 Imputed
0 Not imputed
-2 Not applicable",SPACE HEATING
ignore these imputation indicators,n,ZHEATCNTL,,Num,Imputation indicator for HEATCNTL,"1 Imputed
0 Not imputed
-2 Not applicable",THERMOSTAT
ignore these imputation indicators,n,ZHEATHOME,,Num,Imputation indicator for HEATHOME,"1 Imputed
0 Not imputed",SPACE HEATING
ignore these imputation indicators,n,ZHHAGE,,Num,Imputation indicator for HHAGE,"1 Imputed
0 Not imputed",HOUSEHOLD CHARACTERISTICS
ignore these imputation indicators,n,ZHHSEX,,Num,Imputation indicator for HHSEX,"1 Imputed
0 Not imputed",HOUSEHOLD CHARACTERISTICS
ignore these imputation indicators,n,ZHIGHCEIL,,Num,Imputation indicator for HIGHCEIL,"1 Imputed
0 Not imputed
-2 Not applicable",YOUR HOME
ignore these imputation indicators,n,ZHOTMA,,Num,Imputation indicator for HOTMA,"1 Imputed
0 Not imputed",ENERGY ASSISTANCE
ignore these imputation indicators,n,ZHOUSEFAN,,Num,Imputation indicator for HOUSEFAN,"1 Imputed
0 Not imputed
-2 Not applicable",AIR CONDITIONING
ignore these imputation indicators,n,ZHUMIDTYPE,,Num,Imputation indicator for HUMIDTYPE,"1 Imputed
0 Not imputed",SPACE HEATING
ignore these imputation indicators,n,ZICE,,Num,Imputation indicator for ICE,"1 Imputed
0 Not imputed
-2 Not applicable",APPLIANCES
ignore these imputation indicators,n,ZINTERNET,,Num,Imputation indicator for INTERNET,"1 Imputed
0 Not imputed",ELECTRONICS
ignore these imputation indicators,n,ZINTSTREAM,,Num,Imputation indicator for INTSTREAM,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZINTYPEBROAD,,Num,Imputation indicator for INTYPEBROAD,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZINTYPECELL,,Num,Imputation indicator for INTYPECELL,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
ignore these imputation indicators,n,ZINTYPEOTH,,Num,Imputation indicator for INTYPEOTH,"1 Imputed
0 Not imputed
-2 Not applicable",ELECTRONICS
